finishing_pos,circuit_id,driver_id,constructor_id,grid_pos,status,fastest_lap_missing,fastest_lap,fastest_lap_avg_speed
8,imola,stroll,aston_martin,10,Finished,0,1:18.782,224.320
9,imola,ocon,alpine,9,Finished,0,1:19.422,222.512
10,imola,alonso,alpine,15,Finished,0,1:19.417,222.526
11,imola,perez,red_bull,2,Finished,0,1:19.396,222.585
12,imola,tsunoda,alphatauri,20,Finished,0,1:18.334,225.603
13,imola,raikkonen,alfa,16,Finished,0,1:18.353,225.548
14,imola,giovinazzi,alfa,17,Finished,0,1:19.470,222.378
15,imola,vettel,aston_martin,0,Gearbox,0,1:19.074,223.491
16,imola,mick_schumacher,haas,18,Finished,0,1:19.193,223.156
17,imola,mazepin,haas,19,Finished,0,1:20.402,219.800
18,imola,bottas,mercedes,8,Collision,0,1:28.485,199.721
19,imola,russell,williams,12,Collision,0,1:26.543,204.203
20,imola,latifi,williams,14,Collision,1,300,0
1,indianapolis,hamilton,mclaren,1,Finished,0,1:13.222,206.101
2,indianapolis,alonso,mclaren,2,Finished,0,1:13.257,206.003
3,indianapolis,massa,ferrari,3,Finished,0,1:13.380,205.658
4,indianapolis,raikkonen,ferrari,4,Finished,0,1:13.117,206.397
5,indianapolis,kovalainen,renault,6,Finished,0,1:13.998,203.940
6,indianapolis,trulli,toyota,8,Finished,0,1:14.016,203.891
7,indianapolis,webber,red_bull,9,Finished,0,1:14.004,203.924
8,indianapolis,vettel,bmw_sauber,7,Finished,0,1:13.862,204.316
9,indianapolis,fisichella,renault,10,Finished,0,1:14.009,203.910
10,indianapolis,wurz,williams,17,Finished,0,1:14.486,202.604
11,indianapolis,davidson,super_aguri,16,Finished,0,1:14.066,203.753
12,indianapolis,button,honda,13,Finished,0,1:14.703,202.015
13,indianapolis,speed,toro_rosso,20,Finished,0,1:15.092,200.969
14,indianapolis,sutil,spyker,21,Finished,0,1:14.858,201.597
15,indianapolis,albers,spyker,22,Finished,0,1:15.902,198.824
16,indianapolis,rosberg,williams,14,Engine,0,1:14.066,203.753
17,indianapolis,liuzzi,toro_rosso,19,Water pressure,0,1:15.426,200.079
18,indianapolis,heidfeld,bmw_sauber,5,Transmission,0,1:13.414,205.562
19,indianapolis,sato,super_aguri,18,Spun off,0,1:16.680,196.807
20,indianapolis,coulthard,red_bull,11,Collision,1,300,0
21,indianapolis,barrichello,honda,15,Collision,1,300,0
22,indianapolis,ralf_schumacher,toyota,12,Collision,1,300,0
1,yeongam,alonso,ferrari,3,Finished,0,1:50.257,183.335
2,yeongam,hamilton,mclaren,4,Finished,0,1:50.430,183.048
3,yeongam,massa,ferrari,6,Finished,0,1:50.502,182.928
4,yeongam,michael_schumacher,mercedes,9,Finished,0,1:51.835,180.748
5,yeongam,kubica,renault,8,Finished,0,1:51.604,181.122
6,yeongam,liuzzi,force_india,17,Finished,0,1:51.371,181.501
7,yeongam,barrichello,williams,10,Finished,0,1:51.564,181.187
8,yeongam,kobayashi,sauber,12,Finished,0,1:53.086,178.748
9,yeongam,heidfeld,sauber,13,Finished,0,1:53.263,178.469
10,yeongam,hulkenberg,williams,11,Finished,0,1:51.982,180.511
11,yeongam,alguersuari,toro_rosso,15,Finished,0,1:51.962,180.543
12,yeongam,button,mclaren,7,Finished,0,1:52.193,180.171
13,yeongam,kovalainen,lotus_racing,21,Finished,0,1:55.018,175.746
14,yeongam,bruno_senna,hrt,24,Finished,0,1:59.290,169.452
15,yeongam,yamamoto,hrt,23,Finished,0,1:58.313,170.851
16,yeongam,sutil,force_india,14,Collision,0,1:52.601,179.518
17,yeongam,vettel,red_bull,1,Engine,0,1:50.375,183.139
18,yeongam,petrov,renault,20,Accident,0,1:53.031,178.835
19,yeongam,glock,virgin,19,Collision,0,1:58.102,171.157
20,yeongam,buemi,toro_rosso,16,Collision,0,1:56.768,173.112
21,yeongam,grassi,virgin,22,Accident,0,2:02.635,164.830
22,yeongam,trulli,lotus_racing,18,Hydraulics,0,2:05.161,161.503
23,yeongam,webber,red_bull,2,Accident,0,2:00.025,168.414
24,yeongam,rosberg,mercedes,5,Collision,0,2:00.652,167.539
1,hungaroring,hamilton,mercedes,1,Finished,0,1:24.647,186.322
2,hungaroring,raikkonen,lotus_f1,6,Finished,0,1:25.260,184.982
3,hungaroring,vettel,red_bull,2,Finished,0,1:24.553,186.529
4,hungaroring,webber,red_bull,10,Finished,0,1:24.069,187.603
5,hungaroring,alonso,ferrari,5,Finished,0,1:25.394,184.692
6,hungaroring,grosjean,lotus_f1,3,Finished,0,1:25.328,184.834
7,hungaroring,button,mclaren,13,Finished,0,1:26.195,182.975
8,hungaroring,massa,ferrari,7,Finished,0,1:25.176,185.164
9,hungaroring,perez,mclaren,9,Finished,0,1:26.143,183.086
10,hungaroring,maldonado,williams,15,Finished,0,1:25.597,184.254
11,hungaroring,hulkenberg,sauber,12,Finished,0,1:26.740,181.826
12,hungaroring,vergne,toro_rosso,14,Finished,0,1:26.491,182.349
13,hungaroring,ricciardo,toro_rosso,8,Finished,0,1:26.863,181.568
14,hungaroring,garde,caterham,20,Finished,0,1:27.473,180.302
15,hungaroring,pic,caterham,19,Finished,0,1:27.725,179.784
16,hungaroring,jules_bianchi,marussia,21,Finished,0,1:28.250,178.715
17,hungaroring,chilton,marussia,22,Finished,0,1:28.160,178.897
18,hungaroring,resta,force_india,18,Hydraulics,0,1:26.608,182.103
19,hungaroring,rosberg,mercedes,4,Engine,0,1:25.089,185.354
20,hungaroring,bottas,williams,16,Hydraulics,0,1:27.127,181.018
21,hungaroring,gutierrez,sauber,17,Transmission,0,1:29.135,176.940
22,hungaroring,sutil,force_india,11,Hydraulics,0,1:28.548,178.113
1,catalunya,vettel,red_bull,2,Finished,0,1:27.162,192.262
2,catalunya,hamilton,mclaren,3,Finished,0,1:26.727,193.227
3,catalunya,button,mclaren,5,Finished,0,1:27.518,191.480
4,catalunya,webber,red_bull,1,Finished,0,1:27.187,192.207
5,catalunya,alonso,ferrari,4,Finished,0,1:28.737,188.850
6,catalunya,michael_schumacher,mercedes,10,Finished,0,1:29.463,187.317
7,catalunya,rosberg,mercedes,7,Finished,0,1:29.155,187.964
8,catalunya,heidfeld,renault,24,Finished,0,1:26.958,192.713
9,catalunya,perez,sauber,12,Finished,0,1:27.247,192.075
10,catalunya,kobayashi,sauber,14,Finished,0,1:27.615,191.268
11,catalunya,petrov,renault,6,Finished,0,1:29.592,187.047
12,catalunya,resta,force_india,16,Finished,0,1:29.469,187.305
13,catalunya,sutil,force_india,17,Finished,0,1:28.791,188.735
14,catalunya,buemi,toro_rosso,11,Finished,0,1:30.049,186.098
15,catalunya,maldonado,williams,9,Finished,0,1:29.391,187.468
16,catalunya,alguersuari,toro_rosso,13,Finished,0,1:29.132,188.013
17,catalunya,barrichello,williams,19,Finished,0,1:26.891,192.862
18,catalunya,trulli,lotus_racing,18,Finished,0,1:30.783,184.594
19,catalunya,glock,virgin,20,Finished,0,1:31.635,182.877
20,catalunya,ambrosio,virgin,23,Finished,0,1:32.549,181.071
21,catalunya,karthikeyan,hrt,22,Finished,0,1:32.848,180.488
22,catalunya,massa,ferrari,8,Gearbox,0,1:29.081,188.120
23,catalunya,kovalainen,lotus_racing,15,Accident,0,1:30.618,184.930
24,catalunya,liuzzi,hrt,21,Gearbox,0,1:33.884,178.496
1,villeneuve,vettel,ferrari,1,Finished,0,1:13.964,212.260
2,villeneuve,bottas,mercedes,2,Finished,0,1:13.992,212.179
3,villeneuve,max_verstappen,red_bull,3,Finished,0,1:13.864,212.547
4,villeneuve,ricciardo,red_bull,6,Finished,0,1:14.159,211.701
5,villeneuve,hamilton,mercedes,4,Finished,0,1:14.183,211.633
6,villeneuve,raikkonen,ferrari,5,Finished,0,1:14.075,211.941
7,villeneuve,hulkenberg,renault,7,Finished,0,1:15.588,207.699
8,villeneuve,sainz,renault,9,Finished,0,1:15.666,207.485
9,villeneuve,ocon,force_india,8,Finished,0,1:15.610,207.639
10,villeneuve,leclerc,sauber,13,Finished,0,1:15.480,207.996
11,villeneuve,gasly,toro_rosso,16,Finished,0,1:15.699,207.395
12,villeneuve,grosjean,haas,20,Finished,0,1:15.470,208.024
13,villeneuve,kevin_magnussen,haas,11,Finished,0,1:15.401,208.214
14,villeneuve,perez,force_india,10,Finished,0,1:15.100,209.049
15,villeneuve,ericsson,sauber,19,Finished,0,1:16.403,205.484
16,villeneuve,vandoorne,mclaren,15,Finished,0,1:15.765,207.214
17,villeneuve,sirotkin,williams,18,Finished,0,1:15.924,206.780
18,villeneuve,alonso,mclaren,14,Exhaust,0,1:16.180,206.085
19,villeneuve,brendon_hartley,toro_rosso,12,Collision,1,300,0
20,villeneuve,stroll,williams,17,Collision,1,300,0
1,indianapolis,michael_schumacher,ferrari,2,Finished,0,1:10.412,214.327
2,indianapolis,barrichello,ferrari,1,Finished,0,1:10.399,214.366
3,indianapolis,sato,bar,3,Finished,0,1:10.727,213.372
4,indianapolis,trulli,renault,20,Finished,0,1:11.187,211.993
5,indianapolis,panis,toyota,8,Finished,0,1:10.933,212.752
6,indianapolis,raikkonen,mclaren,7,Finished,0,1:11.248,211.812
7,indianapolis,coulthard,mclaren,12,Finished,0,1:12.155,209.149
8,indianapolis,baumgartner,minardi,19,Finished,0,1:14.097,203.668
9,indianapolis,fisichella,sauber,14,Finished,0,1:12.129,209.225
10,indianapolis,webber,jaguar,10,Engine,0,1:12.140,209.193
11,indianapolis,montoya,williams,5,Disqualified,0,1:11.255,211.791
12,indianapolis,heidfeld,jordan,16,Engine,0,1:13.095,206.460
13,indianapolis,button,bar,4,Gearbox,0,1:11.025,212.477
14,indianapolis,matta,toyota,11,Gearbox,0,1:12.872,207.091
15,indianapolis,ralf_schumacher,williams,6,Tyre,0,1:11.982,209.652
16,indianapolis,alonso,renault,9,Tyre,0,1:11.236,211.847
17,indianapolis,klien,jaguar,13,Collision,1,300,0
18,indianapolis,massa,sauber,15,Collision,1,300,0
19,indianapolis,pantano,jordan,17,Collision,1,300,0
20,indianapolis,bruni,minardi,18,Collision,1,300,0
1,monaco,leclerc,ferrari,1,Finished,1,300,0
2,monaco,piastri,mclaren,2,Finished,1,300,0
3,monaco,sainz,ferrari,3,Finished,1,300,0
4,monaco,norris,mclaren,4,Finished,1,300,0
5,monaco,russell,mercedes,5,Finished,1,300,0
6,monaco,max_verstappen,red_bull,6,Finished,1,300,0
7,monaco,hamilton,mercedes,7,Finished,1,300,0
8,monaco,tsunoda,rb,8,Finished,1,300,0
9,monaco,albon,williams,9,Finished,1,300,0
10,monaco,gasly,alpine,10,Finished,1,300,0
11,monaco,alonso,aston_martin,14,Finished,1,300,0
12,monaco,ricciardo,rb,12,Finished,1,300,0
13,monaco,bottas,sauber,17,Finished,1,300,0
14,monaco,stroll,aston_martin,13,Finished,1,300,0
15,monaco,sargeant,williams,15,Finished,1,300,0
16,monaco,zhou,sauber,18,Finished,1,300,0
17,monaco,ocon,alpine,11,Collision,1,300,0
18,monaco,perez,red_bull,16,Collision,1,300,0
19,monaco,hulkenberg,haas,19,Collision,1,300,0
20,monaco,kevin_magnussen,haas,20,Collision,1,300,0
1,albert_park,vettel,ferrari,2,Finished,0,1:26.638,220.351
2,albert_park,hamilton,mercedes,1,Finished,0,1:27.033,219.351
3,albert_park,bottas,mercedes,3,Finished,0,1:26.593,220.465
4,albert_park,raikkonen,ferrari,4,Finished,0,1:26.538,220.605
5,albert_park,max_verstappen,red_bull,5,Finished,0,1:26.964,219.525
6,albert_park,massa,williams,7,Finished,0,1:28.045,216.830
7,albert_park,perez,force_india,10,Finished,0,1:28.336,216.115
8,albert_park,sainz,toro_rosso,8,Finished,0,1:27.677,217.740
9,albert_park,kvyat,toro_rosso,9,Finished,0,1:26.711,220.165
10,albert_park,ocon,force_india,13,Finished,0,1:28.475,215.776
11,albert_park,hulkenberg,renault,11,Finished,0,1:28.486,215.749
12,albert_park,giovinazzi,sauber,16,Finished,0,1:29.052,214.378
13,albert_park,vandoorne,mclaren,18,Finished,0,1:29.440,213.448
14,albert_park,alonso,mclaren,12,Vibrations,0,1:30.077,211.938
15,albert_park,kevin_magnussen,haas,17,Suspension,0,1:27.568,218.011
16,albert_park,stroll,williams,20,Brakes,0,1:29.389,213.569
17,albert_park,ricciardo,red_bull,0,Power Unit,0,1:29.447,213.431
18,albert_park,ericsson,sauber,14,Hydraulics,0,1:32.052,207.391
19,albert_park,jolyon_palmer,renault,19,Brakes,0,1:32.195,207.069
20,albert_park,grosjean,haas,6,Water leak,0,1:30.183,211.689
1,catalunya,alonso,renault,1,Finished,0,1:16.723,217.108
2,catalunya,michael_schumacher,ferrari,3,Finished,0,1:16.922,216.546
3,catalunya,fisichella,renault,2,Finished,0,1:17.083,216.094
4,catalunya,massa,ferrari,4,Finished,0,1:16.648,217.320
5,catalunya,raikkonen,mclaren,9,Finished,0,1:17.357,215.328
6,catalunya,button,honda,8,Finished,0,1:17.367,215.301
7,catalunya,barrichello,honda,5,Finished,0,1:17.399,215.212
8,catalunya,heidfeld,bmw_sauber,10,Finished,0,1:17.869,213.913
9,catalunya,webber,williams,11,Finished,0,1:17.900,213.827
10,catalunya,trulli,toyota,7,Finished,0,1:18.465,212.288
11,catalunya,rosberg,williams,13,Finished,0,1:17.861,213.935
12,catalunya,villeneuve,bmw_sauber,22,Finished,0,1:18.050,213.417
13,catalunya,klien,red_bull,14,Finished,0,1:18.516,212.150
14,catalunya,coulthard,red_bull,21,Finished,0,1:17.862,213.932
15,catalunya,liuzzi,toro_rosso,15,Hydraulics,0,1:18.488,212.226
16,catalunya,monteiro,mf1,17,Finished,0,1:19.265,210.145
17,catalunya,sato,super_aguri,19,Finished,0,1:20.411,207.150
18,catalunya,albers,mf1,18,Broken wing,0,1:19.532,209.440
19,catalunya,speed,toro_rosso,16,Engine,0,1:18.541,212.082
20,catalunya,ralf_schumacher,toyota,6,Electronics,0,1:18.621,211.867
21,catalunya,montoya,mclaren,12,Spun off,0,1:19.482,209.571
22,catalunya,montagny,super_aguri,20,Driveshaft,0,1:22.389,202.177
1,hungaroring,hamilton,mercedes,1,Finished,0,1:16.627,205.823
2,hungaroring,max_verstappen,red_bull,7,Finished,0,1:19.184,199.176
3,hungaroring,bottas,mercedes,2,Finished,0,1:17.665,203.072
4,hungaroring,stroll,racing_point,3,Finished,0,1:18.973,199.708
5,hungaroring,albon,red_bull,13,Finished,0,1:19.440,198.534
6,hungaroring,vettel,ferrari,5,Finished,0,1:20.363,196.254
7,hungaroring,perez,racing_point,4,Finished,0,1:20.090,196.923
8,hungaroring,ricciardo,renault,11,Finished,0,1:19.532,198.305
9,hungaroring,sainz,mclaren,9,Finished,0,1:20.477,195.976
10,hungaroring,kevin_magnussen,haas,0,Finished,0,1:19.457,198.492
11,hungaroring,leclerc,ferrari,6,Finished,0,1:20.821,195.142
12,hungaroring,kvyat,alphatauri,17,Finished,0,1:20.946,194.841
13,hungaroring,norris,mclaren,8,Finished,0,1:19.945,197.280
14,hungaroring,ocon,renault,14,Finished,0,1:20.261,196.503
15,hungaroring,raikkonen,alfa,20,Finished,0,1:20.889,194.978
16,hungaroring,grosjean,haas,0,Finished,0,1:20.232,196.574
17,hungaroring,giovinazzi,alfa,19,Finished,0,1:20.096,196.908
18,hungaroring,russell,williams,12,Finished,0,1:19.984,197.184
19,hungaroring,latifi,williams,15,Finished,0,1:21.198,194.236
20,hungaroring,gasly,alphatauri,10,Engine,0,1:23.939,187.893
1,hungaroring,button,mclaren,3,Finished,0,1:23.937,187.898
2,hungaroring,vettel,red_bull,1,Finished,0,1:23.875,188.036
3,hungaroring,alonso,ferrari,5,Finished,0,1:23.711,188.405
4,hungaroring,hamilton,mclaren,2,Finished,0,1:23.661,188.517
5,hungaroring,webber,red_bull,6,Finished,0,1:23.718,188.389
6,hungaroring,massa,ferrari,4,Finished,0,1:23.415,189.073
7,hungaroring,resta,force_india,11,Finished,0,1:25.935,183.529
8,hungaroring,buemi,toro_rosso,23,Finished,0,1:25.977,183.439
9,hungaroring,rosberg,mercedes,7,Finished,0,1:24.857,185.860
10,hungaroring,alguersuari,toro_rosso,16,Finished,0,1:26.025,183.337
11,hungaroring,kobayashi,sauber,13,Finished,0,1:24.664,186.284
12,hungaroring,petrov,renault,12,Finished,0,1:24.664,186.284
13,hungaroring,barrichello,williams,15,Finished,0,1:25.018,185.508
14,hungaroring,sutil,force_india,8,Finished,0,1:25.579,184.292
15,hungaroring,perez,sauber,10,Finished,0,1:24.999,185.550
16,hungaroring,maldonado,williams,17,Finished,0,1:25.724,183.981
17,hungaroring,glock,virgin,20,Finished,0,1:28.022,179.177
18,hungaroring,ricciardo,hrt,22,Finished,0,1:28.876,177.456
19,hungaroring,ambrosio,virgin,24,Finished,0,1:29.068,177.073
20,hungaroring,liuzzi,hrt,21,Finished,0,1:29.208,176.795
21,hungaroring,kovalainen,lotus_racing,18,Water leak,0,1:27.149,180.972
22,hungaroring,michael_schumacher,mercedes,9,Gearbox,0,1:29.781,175.667
23,hungaroring,heidfeld,renault,14,Heat shield fire,0,1:30.826,173.646
24,hungaroring,trulli,lotus_racing,19,Oil leak,0,1:35.252,165.577
1,rodriguez,max_verstappen,red_bull,2,Finished,0,1:19.186,195.670
2,rodriguez,vettel,ferrari,4,Finished,0,1:19.522,194.844
3,rodriguez,raikkonen,ferrari,6,Finished,0,1:20.334,192.874
4,rodriguez,hamilton,mercedes,3,Finished,0,1:20.728,191.933
5,rodriguez,bottas,mercedes,5,Finished,0,1:18.741,196.776
6,rodriguez,hulkenberg,renault,7,Finished,0,1:20.637,192.150
7,rodriguez,leclerc,sauber,9,Finished,0,1:20.537,192.388
8,rodriguez,vandoorne,mclaren,15,Finished,0,1:21.921,189.138
9,rodriguez,ericsson,sauber,10,Finished,0,1:22.440,187.947
10,rodriguez,gasly,toro_rosso,20,Finished,0,1:22.755,187.232
11,rodriguez,ocon,force_india,11,Finished,0,1:22.629,187.517
12,rodriguez,stroll,williams,17,Finished,0,1:22.983,186.717
13,rodriguez,sirotkin,williams,19,Finished,0,1:22.640,187.492
14,rodriguez,brendon_hartley,toro_rosso,14,Finished,0,1:22.438,187.952
15,rodriguez,kevin_magnussen,haas,16,Finished,0,1:21.874,189.246
16,rodriguez,grosjean,haas,18,Finished,0,1:21.370,190.419
17,rodriguez,ricciardo,red_bull,1,Engine,0,1:19.462,194.991
18,rodriguez,perez,force_india,13,Brakes,0,1:23.545,185.461
19,rodriguez,sainz,renault,8,Suspension,0,1:22.386,188.070
20,rodriguez,alonso,mclaren,12,Engine,0,1:24.197,184.025
1,baku,piastri,mclaren,2,Finished,0,1:47.060,201.856
2,baku,leclerc,ferrari,1,Finished,0,1:47.067,201.843
3,baku,russell,mercedes,5,Finished,0,1:46.628,202.674
4,baku,norris,mclaren,15,Finished,0,1:45.255,205.318
5,baku,max_verstappen,red_bull,6,Finished,0,1:46.798,202.352
6,baku,alonso,aston_martin,7,Finished,0,1:47.057,201.862
7,baku,albon,williams,9,Finished,0,1:46.947,202.070
8,baku,colapinto,williams,8,Finished,0,1:47.274,201.454
9,baku,hamilton,mercedes,0,Finished,0,1:47.236,201.525
10,baku,bearman,haas,10,Finished,0,1:47.048,201.879
11,baku,hulkenberg,haas,12,Finished,0,1:47.691,200.674
12,baku,gasly,alpine,18,Finished,0,1:48.018,200.066
13,baku,ricciardo,rb,14,Finished,0,1:48.380,199.398
14,baku,zhou,sauber,17,Finished,0,1:47.644,200.761
15,baku,ocon,alpine,0,Finished,0,1:48.831,198.572
16,baku,bottas,sauber,16,Finished,0,1:48.418,199.328
17,baku,perez,red_bull,4,Retired,0,1:47.013,201.945
18,baku,sainz,ferrari,3,Retired,0,1:46.866,202.223
19,baku,stroll,aston_martin,13,Retired,0,1:48.148,199.826
20,baku,tsunoda,rb,11,Retired,0,1:50.887,194.890
1,suzuka,hamilton,mercedes,1,Finished,0,1:33.780,222.917
2,suzuka,max_verstappen,red_bull,4,Finished,0,1:33.730,223.036
3,suzuka,ricciardo,red_bull,3,Finished,0,1:33.694,223.122
4,suzuka,bottas,mercedes,6,Finished,0,1:33.144,224.439
5,suzuka,raikkonen,ferrari,10,Finished,0,1:33.175,224.364
6,suzuka,ocon,force_india,5,Finished,0,1:34.843,220.419
7,suzuka,perez,force_india,7,Finished,0,1:34.744,220.649
8,suzuka,kevin_magnussen,haas,12,Finished,0,1:35.338,219.274
9,suzuka,grosjean,haas,13,Finished,0,1:35.347,219.253
10,suzuka,massa,williams,8,Finished,0,1:35.943,217.891
11,suzuka,alonso,mclaren,20,Finished,0,1:35.111,219.797
12,suzuka,jolyon_palmer,renault,18,Finished,0,1:34.095,222.171
13,suzuka,gasly,toro_rosso,14,Finished,0,1:34.533,221.141
14,suzuka,vandoorne,mclaren,9,Finished,0,1:33.724,223.050
15,suzuka,wehrlein,sauber,17,Finished,0,1:36.430,216.791
16,suzuka,stroll,williams,15,Wheel,0,1:34.548,221.106
17,suzuka,hulkenberg,renault,11,Front wing,0,1:35.883,218.028
18,suzuka,ericsson,sauber,16,Accident,0,1:38.596,212.028
19,suzuka,vettel,ferrari,2,Spark plugs,0,2:06.457,165.314
20,suzuka,sainz,toro_rosso,19,Accident,1,300,0
1,hungaroring,kovalainen,mclaren,2,Finished,0,1:21.753,192.917
2,hungaroring,glock,toyota,5,Finished,0,1:21.671,193.111
3,hungaroring,raikkonen,ferrari,6,Finished,0,1:21.195,194.243
4,hungaroring,alonso,renault,7,Finished,0,1:21.793,192.823
5,hungaroring,hamilton,mclaren,1,Finished,0,1:21.493,193.533
6,hungaroring,piquet_jr,renault,10,Finished,0,1:21.537,193.428
7,hungaroring,trulli,toyota,9,Finished,0,1:21.638,193.189
8,hungaroring,kubica,bmw_sauber,4,Finished,0,1:21.941,192.475
9,hungaroring,webber,red_bull,8,Finished,0,1:22.125,192.043
10,hungaroring,heidfeld,bmw_sauber,15,Finished,0,1:22.183,191.908
11,hungaroring,coulthard,red_bull,13,Finished,0,1:22.732,190.634
12,hungaroring,button,honda,12,Finished,0,1:22.397,191.409
13,hungaroring,nakajima,williams,16,Finished,0,1:23.307,189.319
14,hungaroring,rosberg,williams,14,Finished,0,1:22.397,191.409
15,hungaroring,fisichella,force_india,18,Finished,0,1:22.641,190.844
16,hungaroring,barrichello,honda,17,Finished,0,1:22.436,191.319
17,hungaroring,massa,ferrari,3,Engine,0,1:21.355,193.861
18,hungaroring,bourdais,toro_rosso,19,Finished,0,1:23.220,189.516
19,hungaroring,sutil,force_india,20,Brakes,0,1:23.650,188.542
20,hungaroring,vettel,toro_rosso,11,Overheating,0,1:24.222,187.262
1,spa,raikkonen,mclaren,10,Finished,0,1:45.108,238.931
2,spa,michael_schumacher,ferrari,2,Finished,0,1:45.503,238.036
3,spa,barrichello,ferrari,6,Finished,0,1:45.666,237.669
4,spa,massa,sauber,8,Finished,0,1:47.624,233.345
5,spa,fisichella,sauber,5,Finished,0,1:46.758,235.238
6,spa,klien,jaguar,13,Finished,0,1:47.509,233.595
7,spa,coulthard,mclaren,4,Finished,0,1:46.579,235.633
8,spa,panis,toyota,9,Finished,0,1:47.765,233.040
9,spa,trulli,renault,1,Finished,0,1:45.898,237.148
10,spa,zonta,toyota,20,Engine,0,1:47.576,233.449
11,spa,heidfeld,jordan,16,Finished,0,1:50.471,227.332
12,spa,montoya,williams,11,Tyre,0,1:46.547,235.704
13,spa,pizzonia,williams,14,Gearbox,0,1:46.740,235.278
14,spa,button,bar,12,Collision,0,1:47.151,234.375
15,spa,baumgartner,minardi,18,Collision,0,1:51.031,226.185
16,spa,alonso,renault,3,Engine,0,1:45.870,237.211
17,spa,webber,jaguar,7,Collision,1,300,0
18,spa,sato,bar,15,Collision,1,300,0
19,spa,bruni,minardi,17,Collision,1,300,0
20,spa,pantano,jordan,19,Collision,1,300,0
1,valencia,vettel,red_bull,1,Finished,0,1:39.141,196.774
2,valencia,hamilton,mclaren,3,Finished,0,1:39.156,196.744
3,valencia,button,mclaren,7,Finished,0,1:38.766,197.521
4,valencia,barrichello,williams,9,Finished,0,1:39.489,196.085
5,valencia,kubica,renault,6,Finished,0,1:39.542,195.981
6,valencia,sutil,force_india,13,Finished,0,1:39.803,195.469
7,valencia,kobayashi,sauber,18,Finished,0,1:39.517,196.030
8,valencia,alonso,ferrari,4,Finished,0,1:39.889,195.300
9,valencia,buemi,toro_rosso,11,Finished,0,1:40.084,194.920
10,valencia,rosberg,mercedes,12,Finished,0,1:39.878,195.322
11,valencia,massa,ferrari,5,Finished,0,1:40.208,194.679
12,valencia,rosa,sauber,16,Finished,0,1:40.430,194.248
13,valencia,alguersuari,toro_rosso,17,Finished,0,1:40.327,194.448
14,valencia,petrov,renault,10,Finished,0,1:40.100,194.889
15,valencia,michael_schumacher,mercedes,15,Finished,0,1:38.968,197.118
16,valencia,liuzzi,force_india,14,Finished,0,1:40.305,194.490
17,valencia,grassi,virgin,21,Finished,0,1:42.414,190.485
18,valencia,chandhok,hrt,23,Finished,0,1:43.820,187.905
19,valencia,glock,virgin,22,Finished,0,1:42.319,190.662
20,valencia,bruno_senna,hrt,24,Finished,0,1:42.927,189.536
21,valencia,trulli,lotus_racing,19,Finished,0,1:41.770,191.691
22,valencia,hulkenberg,williams,8,Exhaust,0,1:40.790,193.554
23,valencia,kovalainen,lotus_racing,20,Collision,0,1:46.130,183.816
24,valencia,webber,red_bull,2,Collision,0,1:44.064,187.465
1,sepang,hamilton,mercedes,1,Finished,0,1:43.066,193.611
2,sepang,rosberg,mercedes,3,Finished,0,1:43.960,191.946
3,sepang,vettel,red_bull,2,Finished,0,1:44.289,191.341
4,sepang,alonso,ferrari,4,Finished,0,1:44.165,191.569
5,sepang,hulkenberg,force_india,7,Finished,0,1:45.982,188.284
6,sepang,button,mclaren,10,Finished,0,1:46.039,188.183
7,sepang,massa,williams,13,Finished,0,1:44.897,190.232
8,sepang,bottas,williams,18,Finished,0,1:45.475,189.189
9,sepang,kevin_magnussen,mclaren,8,Finished,0,1:45.373,189.372
10,sepang,kvyat,toro_rosso,11,Finished,0,1:46.695,187.026
11,sepang,grosjean,lotus_f1,15,Finished,0,1:46.224,187.855
12,sepang,raikkonen,ferrari,6,Finished,0,1:45.129,189.812
13,sepang,kobayashi,caterham,20,Finished,0,1:47.753,185.190
14,sepang,ericsson,caterham,22,Finished,0,1:47.500,185.626
15,sepang,chilton,marussia,21,Finished,0,1:48.249,184.341
16,sepang,ricciardo,red_bull,5,Technical,0,1:44.675,190.635
17,sepang,gutierrez,sauber,12,Gearbox,0,1:47.782,185.140
18,sepang,sutil,sauber,17,Electrical,0,1:48.040,184.698
19,sepang,vergne,toro_rosso,9,Power Unit,0,1:48.527,183.869
20,sepang,jules_bianchi,marussia,19,Brakes,0,1:51.473,179.010
21,sepang,maldonado,lotus_f1,16,Engine,0,1:50.929,179.888
22,sepang,perez,force_india,14,Withdrew,1,300,0
1,catalunya,raikkonen,mclaren,1,Finished,0,1:15.977,219.240
2,catalunya,alonso,renault,3,Finished,0,1:16.098,218.891
3,catalunya,trulli,toyota,5,Finished,0,1:16.614,217.417
4,catalunya,ralf_schumacher,toyota,4,Finished,0,1:16.469,217.829
5,catalunya,fisichella,renault,6,Finished,0,1:15.641,220.213
6,catalunya,webber,williams,2,Finished,0,1:16.761,217.000
7,catalunya,montoya,mclaren,7,Finished,0,1:15.771,219.836
8,catalunya,coulthard,red_bull,9,Finished,0,1:16.947,216.476
9,catalunya,barrichello,ferrari,16,Finished,0,1:17.156,215.889
10,catalunya,heidfeld,williams,17,Finished,0,1:16.519,217.687
11,catalunya,massa,sauber,10,Wheel rim,0,1:16.802,216.884
12,catalunya,monteiro,jordan,18,Finished,0,1:18.998,210.855
13,catalunya,karthikeyan,jordan,13,Finished,0,1:19.734,208.909
